Name,Team,Pos,Age,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_Y/A,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Fmb,FmbLost,Year,games_played_pct,games_started_pct,ProBowl,AllPro,Touches,Rush_Att_per_game,Rush_Yds_per_game,Rush_TD_per_game,Rec_Rec_per_game,Rec_Yds_per_game,Rec_TD_per_game,Fmb_per_game,FmbLost_per_game,Touches_per_game,Points_half-ppr,PPG_half-ppr,player_display_name,season,week,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,player_jersey_number,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,next_year_Rush_Yds,next_year_Rec_Yds,next_year_Points_half-ppr,next_year_PPG_half-ppr
Aaron Jones,MIN,RB,23.0,12.0,4.0,81.0,448.0,4.0,5.530864197530864,9.0,22.0,0.0,2.4444444444444446,0.0,0.0,2017,0.75,0.3333333333333333,0.0,0.0,90.0,6.75,37.333333333333336,0.3333333333333333,0.75,1.8333333333333333,0.0,0.0,0.0,7.5,75.50000000000001,6.291666666666668,Aaron Jones,2017.0,5.5,3.84882378890413,18.99261728983091,2.8063973290598287,15.5,86.5,5.301976661109788,0.75,33.0,,,,,728.0,206.0,158.4,13.2
Aaron Jones,MIN,RB,24.0,12.0,8.0,133.0,728.0,8.0,5.473684210526316,26.0,206.0,1.0,7.923076923076923,1.0,1.0,2018,0.75,0.6666666666666666,0.0,0.0,159.0,11.083333333333334,60.66666666666666,0.6666666666666666,2.1666666666666665,17.166666666666668,0.0833333333333333,0.0833333333333333,0.0833333333333333,13.25,158.4,13.2,Aaron Jones,2018.0,9.0,3.6778828556219096,15.16926600517932,2.668296644096644,26.77777777777778,147.22222222222223,5.478430181216559,1.7777777777777777,33.0,125.77473443357566,18.336376677535466,0.7043979584990248,0.4423996482820012,1084.0,474.0,290.3,18.14375
Aaron Jones,MIN,RB,25.0,16.0,16.0,236.0,1084.0,16.0,4.593220338983051,49.0,474.0,3.0,9.673469387755102,3.0,2.0,2019,1.0,1.0,0.0,0.0,285.0,14.75,67.75,1.0,3.0625,29.625,0.1875,0.1875,0.125,17.8125,290.3,18.14375,Aaron Jones,2019.0,8.3125,5.027323868143891,20.6546689827855,2.756946371761639,29.0,133.625,4.380244879132651,2.0,33.0,120.66609466028105,10.583905339718951,0.2189704654769067,0.3873610319330428,1104.0,355.0,235.4,16.814285714285713
Aaron Jones,MIN,RB,26.0,14.0,14.0,201.0,1104.0,9.0,5.492537313432836,47.0,355.0,2.0,7.553191489361702,2.0,0.0,2020,0.875,1.0,1.0,0.0,248.0,14.357142857142858,78.85714285714286,0.6428571428571429,3.357142857142857,25.357142857142858,0.1428571428571428,0.1428571428571428,0.0,17.714285714285715,235.4,16.814285714285713,Aaron Jones,2020.0,8.866666666666667,4.084914573690042,19.35912034507293,2.724827604256482,26.8,147.2,5.335386554475667,1.2,33.0,128.82872792053556,17.037938746131104,0.5827627287418217,0.3970221918317893,799.0,391.0,203.0,13.533333333333331
Aaron Jones,MIN,RB,27.0,15.0,15.0,171.0,799.0,4.0,4.6725146198830405,52.0,391.0,6.0,7.519230769230769,2.0,1.0,2021,0.8823529411764706,1.0,0.0,0.0,223.0,11.4,53.266666666666666,0.2666666666666666,3.466666666666667,26.066666666666663,0.4,0.1333333333333333,0.0666666666666666,14.866666666666667,203.0,13.533333333333331,Aaron Jones,2021.0,7.272727272727272,4.079514778909868,14.666473877000191,2.689006766465857,28.27272727272728,130.36363636363637,4.54039233899915,0.6363636363636364,33.0,122.6446897738308,7.355310226169198,0.2376292643407353,0.3959222923619208,1121.0,395.0,217.1,12.770588235294118
Aaron Jones,MIN,RB,28.0,17.0,17.0,213.0,1121.0,2.0,5.262910798122066,59.0,395.0,5.0,6.694915254237288,5.0,3.0,2022,1.0,1.0,0.0,0.0,272.0,12.529411764705882,65.94117647058823,0.1176470588235294,3.4705882352941178,23.23529411764705,0.2941176470588235,0.2941176470588235,0.1764705882352941,16.0,217.1,12.770588235294118,Aaron Jones,2022.0,8.75,3.992051183638503,7.459672565306367,2.852543239028272,31.666666666666668,172.91666666666666,5.485285032214403,0.3333333333333333,33.0,147.21979207255322,16.530207927446774,0.5472476563882602,0.4235474637151466,656.0,233.0,119.9,10.9
Aaron Jones,MIN,RB,29.0,11.0,11.0,142.0,656.0,2.0,4.619718309859155,30.0,233.0,1.0,7.766666666666667,2.0,1.0,2023,0.6470588235294118,1.0,0.0,0.0,172.0,12.909090909090908,59.63636363636363,0.1818181818181818,2.727272727272727,21.181818181818183,0.0909090909090909,0.1818181818181818,0.0909090909090909,15.636363636363637,119.9,10.9,Aaron Jones,2023.0,12.142857142857142,3.918485758718468,24.606490089387474,2.624150703876276,35.857142857142854,167.85714285714286,4.590288953166216,0.4285714285714285,33.0,152.7205699612235,5.422287181633644,0.0508279365070349,0.3605695269560815,1138.0,408.0,216.1,12.711764705882354
Alexander Mattison,MIA,RB,21.0,13.0,0.0,100.0,462.0,1.0,4.62,10.0,82.0,0.0,8.2,1.0,1.0,2019,0.8125,0.0,0.0,0.0,110.0,7.6923076923076925,35.53846153846154,0.0769230769230769,0.7692307692307693,6.307692307692308,0.0,0.0769230769230769,0.0769230769230769,8.461538461538462,63.400000000000006,4.876923076923077,Alexander Mattison,2019.0,6.2,4.165529072664718,39.126007326007326,2.6586176392572947,30.6,138.0,4.386271062271062,0.4,25.0,126.4833949406739,9.3166050593261,0.2609794610459496,0.4148030663494581,434.0,125.0,80.4,6.184615384615385
Alexander Mattison,MIA,RB,22.0,13.0,2.0,96.0,434.0,2.0,4.520833333333333,13.0,125.0,1.0,9.615384615384617,0.0,0.0,2020,0.8125,0.1538461538461538,0.0,0.0,109.0,7.384615384615385,33.38461538461539,0.1538461538461538,1.0,9.615384615384617,0.0769230769230769,0.0,0.0,8.384615384615385,80.4,6.184615384615385,Alexander Mattison,2020.0,7.4,3.886055508369856,37.25,2.7887464354066984,31.8,147.2,4.598928571428571,0.6,25.0,123.87992274701088,22.120077252989137,0.8076961402290689,0.4718375726550419,491.0,228.0,109.9,6.86875
Alexander Mattison,MIA,RB,23.0,16.0,4.0,134.0,491.0,3.0,3.664179104477612,32.0,228.0,1.0,7.125,1.0,1.0,2021,0.9411764705882352,0.25,0.0,0.0,166.0,8.375,30.6875,0.1875,2.0,14.25,0.0625,0.0625,0.0625,10.375,109.9,6.86875,Alexander Mattison,2021.0,6.833333333333333,4.978308655182793,27.63330202136172,2.752493728140974,38.333333333333336,144.5,3.6227711094875272,0.8333333333333334,25.0,162.00413229923916,-17.170798965905817,-0.6929360732713136,0.3281368485315853,283.0,91.0,80.89999999999999,4.758823529411764
Alexander Mattison,MIA,RB,24.0,17.0,0.0,74.0,283.0,5.0,3.824324324324324,15.0,91.0,1.0,6.066666666666666,0.0,0.0,2022,1.0,0.0,0.0,0.0,89.0,4.352941176470588,16.647058823529413,0.2941176470588235,0.8823529411764706,5.352941176470588,0.0588235294117647,0.0,0.0,5.235294117647059,80.89999999999999,4.758823529411764,Alexander Mattison,2022.0,18.0,2.928518518518519,40.0,2.457666666666667,10.0,54.0,5.4,2.0,2.0,49.042090805795546,4.957909194204454,0.4957909194204454,0.5,700.0,192.0,118.2,7.3875
Alexander Mattison,MIA,RB,25.0,16.0,13.0,180.0,700.0,0.0,3.888888888888889,30.0,192.0,3.0,6.4,3.0,2.0,2023,0.9411764705882352,0.8125,0.0,0.0,210.0,11.25,43.75,0.0,1.875,12.0,0.1875,0.1875,0.125,13.125,118.2,7.3875,Alexander Mattison,2023.0,6.8,4.301451548758041,24.20268865121806,2.8395785024547453,31.6,124.0,4.064997771836007,0.0,2.0,131.1848843937293,-7.384884393729299,-0.117305949622354,0.3996276684027259,420.0,294.0,117.4,8.385714285714286
Alvin Kamara,NO,RB,22.0,16.0,3.0,120.0,728.0,8.0,6.066666666666666,81.0,826.0,5.0,10.197530864197532,1.0,1.0,2017,1.0,0.1875,1.0,0.0,201.0,7.5,45.5,0.5,5.0625,51.625,0.3125,0.0625,0.0625,12.5625,271.9,16.99375,Alvin Kamara,2017.0,9.333333333333334,3.934745538709503,17.499999999999996,2.860201785714286,29.33333333333333,175.5,5.922222222222222,1.6666666666666667,41.0,,,,,883.0,709.0,307.70000000000005,20.51333333333333
Alvin Kamara,NO,RB,23.0,15.0,13.0,194.0,883.0,14.0,4.551546391752577,81.0,709.0,4.0,8.753086419753087,1.0,0.0,2018,0.9375,0.8666666666666667,1.0,0.0,275.0,12.933333333333334,58.86666666666667,0.9333333333333332,5.4,47.266666666666666,0.2666666666666666,0.0666666666666666,0.0,18.33333333333333,307.70000000000005,20.51333333333333,Alvin Kamara,2018.0,8.307692307692308,4.207673521997633,22.268294965064936,2.6790653035752587,28.23076923076923,130.0,4.58488175927128,1.8461538461538465,41.0,140.61917012071095,-12.465323966864776,-0.5918501756326615,0.3463945419894791,797.0,533.0,208.02,14.858571428571429
Alvin Kamara,NO,RB,24.0,14.0,9.0,171.0,797.0,5.0,4.6608187134502925,81.0,533.0,1.0,6.580246913580247,4.0,1.0,2019,0.875,0.6428571428571429,1.0,0.0,253.0,12.214285714285714,56.92857142857143,0.3571428571428571,5.785714285714286,38.07142857142857,0.0714285714285714,0.2857142857142857,0.0714285714285714,18.071428571428573,208.02,14.858571428571429,Alvin Kamara,2019.0,7.846153846153846,4.120010053656767,16.557355249603404,2.755820432365147,25.384615384615383,117.76923076923076,4.675559009075918,0.6153846153846154,41.0,111.4594254710434,4.155959144341207,0.2288079520792455,0.3554295730374741,932.0,756.0,336.3,22.42
Alvin Kamara,NO,RB,25.0,15.0,10.0,187.0,932.0,16.0,4.983957219251337,83.0,756.0,5.0,9.10843373493976,1.0,0.0,2020,0.9375,0.6666666666666666,1.0,0.0,270.0,12.466666666666669,62.13333333333333,1.0666666666666669,5.533333333333333,50.4,0.3333333333333333,0.0666666666666666,0.0,18.0,336.3,22.42,Alvin Kamara,2020.0,8.307692307692308,4.2383443457225365,9.622420526207142,2.742200536031637,27.0,134.69230769230768,4.854057274788401,2.230769230769231,41.0,121.88236512389274,10.656096414568792,0.1905598039952958,0.3773813686769152,898.0,439.0,211.2,16.24615384615385
Alvin Kamara,NO,RB,26.0,13.0,10.0,240.0,898.0,4.0,3.741666666666666,47.0,439.0,5.0,9.340425531914894,0.0,0.0,2021,0.7647058823529411,0.7692307692307693,1.0,0.0,287.0,18.46153846153846,69.07692307692308,0.3076923076923077,3.615384615384616,33.76923076923077,0.3846153846153846,0.0,0.0,22.07692307692308,211.2,16.24615384615385,Alvin Kamara,2021.0,9.0,4.893967947184305,34.89428044589988,2.788499705186766,36.30769230769231,137.76923076923077,3.666813691257011,0.6153846153846154,41.0,156.20803505269967,-20.438804283468908,-0.7488965599502438,0.2921140676860429,897.0,490.0,183.2,12.213333333333331
Alvin Kamara,NO,RB,27.0,15.0,13.0,223.0,897.0,2.0,4.022421524663677,57.0,490.0,2.0,8.596491228070175,4.0,4.0,2022,0.8823529411764706,0.8666666666666667,0.0,0.0,280.0,14.866666666666667,59.8,0.1333333333333333,3.8,32.666666666666664,0.1333333333333333,0.2666666666666666,0.2666666666666666,18.666666666666668,183.2,12.213333333333331,Alvin Kamara,2022.0,9.916666666666666,4.009595709405342,23.655212072416617,2.766933831106756,34.416666666666664,140.5,4.057628265726534,0.3333333333333333,41.0,143.08014391803724,-2.5801439180372427,-0.0452424770231853,0.4068213720075617,694.0,466.0,189.5,14.576923076923077
Alvin Kamara,NO,RB,28.0,13.0,12.0,180.0,694.0,5.0,3.855555555555556,75.0,466.0,1.0,6.213333333333333,0.0,0.0,2023,0.7647058823529411,0.9230769230769232,0.0,0.0,255.0,13.846153846153848,53.38461538461539,0.3846153846153846,5.769230769230769,35.84615384615385,0.0769230769230769,0.0,0.0,19.615384615384617,189.5,14.576923076923077,Alvin Kamara,2023.0,9.181818181818182,4.010290823320653,22.01709101793537,2.622093846554406,30.27272727272728,118.27272727272728,4.032672824095566,0.9090909090909092,41.0,129.81592370673505,-13.179560070371396,-0.2734167080271316,0.3590476429471644,950.0,543.0,231.3,16.521428571428572
Antonio Gibson,NE,RB,22.0,14.0,10.0,170.0,795.0,11.0,4.676470588235294,36.0,247.0,0.0,6.861111111111111,1.0,2.0,2020,0.875,0.7142857142857143,0.0,0.0,206.0,12.142857142857142,56.785714285714285,0.7857142857142857,2.571428571428572,17.642857142857142,0.0,0.0714285714285714,0.1428571428571428,14.714285714285714,184.2,13.157142857142857,Antonio Gibson,2020.0,8.4,4.045278199778423,10.307186234817816,2.778718673884124,30.5,144.1,4.643415369460262,2.0,24.0,138.18155827912452,5.918441720875487,0.0398378027846159,0.3708323693850009,1037.0,294.0,206.1,12.88125
Antonio Gibson,NE,RB,23.0,16.0,14.0,258.0,1037.0,7.0,4.01937984496124,42.0,294.0,3.0,7.0,6.0,4.0,2021,0.9411764705882352,0.875,0.0,0.0,300.0,16.125,64.8125,0.4375,2.625,18.375,0.1875,0.375,0.25,18.75,206.1,12.88125,Antonio Gibson,2021.0,8.066666666666666,4.32053332094824,16.724227266794415,2.6816830696773355,33.46666666666667,134.06666666666666,3.9706211163095513,0.9333333333333332,24.0,133.20064569191908,0.8660209747475771,-0.061241161536551,0.3795664392125922,546.0,353.0,142.9,9.526666666666667
Antonio Gibson,NE,RB,24.0,15.0,6.0,149.0,546.0,3.0,3.664429530201342,46.0,353.0,2.0,7.673913043478261,1.0,0.0,2022,0.8823529411764706,0.4,0.0,0.0,195.0,9.933333333333334,36.4,0.2,3.066666666666667,23.53333333333333,0.1333333333333333,0.0666666666666666,0.0,13.0,142.9,9.526666666666667,Antonio Gibson,2022.0,5.222222222222222,4.541466915261148,22.13606469758595,2.73859416313534,28.33333333333333,103.33333333333331,3.6731965027267046,0.6666666666666666,24.0,106.7202322664698,-4.275787822025347,-0.0631689781433829,0.409917471262009,265.0,389.0,103.4,6.4625
Antonio Gibson,NE,RB,25.0,16.0,2.0,65.0,265.0,1.0,4.076923076923077,48.0,389.0,2.0,8.104166666666666,4.0,2.0,2023,0.9411764705882352,0.125,0.0,0.0,113.0,4.0625,16.5625,0.0625,3.0,24.3125,0.125,0.25,0.125,7.0625,103.4,6.4625,Antonio Gibson,2023.0,13.0,4.344285714285714,0.0,3.0967,10.0,35.0,3.5,0.0,24.0,32.431867304218244,2.568132695781756,0.2568132695781756,0.4,538.0,206.0,91.9,5.405882352941177
Austin Ekeler,WAS,RB,22.0,16.0,0.0,47.0,260.0,2.0,5.531914893617022,27.0,279.0,3.0,10.333333333333334,2.0,2.0,2017,1.0,0.0,0.0,0.0,74.0,2.9375,16.25,0.125,1.6875,17.4375,0.1875,0.125,0.125,4.625,93.4,5.8375,Austin Ekeler,2017.0,10.0,3.6282608695652168,30.0,2.427888888888889,10.0,46.0,4.6,0.0,30.0,,,,,554.0,404.0,149.3,10.664285714285716
Austin Ekeler,WAS,RB,23.0,14.0,3.0,106.0,554.0,3.0,5.226415094339623,39.0,404.0,3.0,10.35897435897436,1.0,1.0,2018,0.875,0.2142857142857142,0.0,0.0,145.0,7.571428571428571,39.57142857142857,0.2142857142857142,2.7857142857142856,28.857142857142858,0.2142857142857142,0.0714285714285714,0.0714285714285714,10.357142857142858,149.3,10.664285714285716,Austin Ekeler,2018.0,7.2,5.041311094441058,21.65338435149756,2.9512511440940017,31.4,152.0,4.348359941944848,0.8,30.0,162.28230212202936,-12.082302122029358,-1.0858098695485023,0.2770498110303935,557.0,993.0,263.0,16.4375
Austin Ekeler,WAS,RB,24.0,16.0,8.0,132.0,557.0,3.0,4.21969696969697,92.0,993.0,8.0,10.793478260869565,3.0,2.0,2019,1.0,0.5,0.0,0.0,224.0,8.25,34.8125,0.1875,5.75,62.0625,0.5,0.1875,0.125,14.0,263.0,16.4375,Austin Ekeler,2019.0,3.2,4.1235901068060485,14.343434343434344,3.022345886809269,38.2,162.2,4.420409982174688,1.2,30.0,169.47163977964743,-16.47163977964744,-0.0660633710883309,0.3747606019151847,530.0,403.0,138.3,13.830000000000002
Austin Ekeler,WAS,RB,25.0,10.0,10.0,116.0,530.0,1.0,4.568965517241379,54.0,403.0,2.0,7.462962962962963,1.0,0.0,2020,0.625,1.0,0.0,0.0,170.0,11.6,53.0,0.1,5.4,40.3,0.2,0.1,0.0,17.0,138.3,13.830000000000002,Austin Ekeler,2020.0,7.875,3.980013885881475,10.194887916076665,2.8691361110194835,26.875,124.25,4.655511655049427,0.25,30.0,118.82904899843486,5.1709510015651405,0.37642331859475,0.3950286746053336,911.0,647.0,304.8,19.05
Austin Ekeler,WAS,RB,26.0,16.0,16.0,206.0,911.0,12.0,4.422330097087379,70.0,647.0,8.0,9.242857142857142,4.0,3.0,2021,0.9411764705882352,1.0,0.0,0.0,276.0,12.875,56.9375,0.75,4.375,40.4375,0.5,0.25,0.1875,17.25,304.8,19.05,Austin Ekeler,2021.0,9.333333333333334,3.791187043583163,22.80021393670737,2.680178998005778,26.466666666666665,117.4,4.496552759379715,1.6,30.0,118.53567049767668,-1.802337164343348,-0.0605872551527657,0.3869030746075222,915.0,722.0,319.2,18.77647058823529
Austin Ekeler,WAS,RB,27.0,17.0,17.0,204.0,915.0,13.0,4.485294117647059,107.0,722.0,5.0,6.747663551401869,5.0,3.0,2022,1.0,1.0,0.0,0.0,311.0,12.0,53.8235294117647,0.7647058823529411,6.294117647058823,42.47058823529412,0.2941176470588235,0.2941176470588235,0.1764705882352941,18.294117647058822,319.2,18.77647058823529,Austin Ekeler,2022.0,9.357142857142858,4.218071799083616,17.71700985019207,2.739774366303986,27.428571428571427,125.0,4.708127051274443,1.7857142857142858,30.0,109.37460295328812,13.482539903854727,0.6122922048539713,0.4000728745108731,628.0,436.0,159.9,11.421428571428573
Austin Ekeler,WAS,RB,28.0,14.0,14.0,179.0,628.0,5.0,3.5083798882681565,51.0,436.0,1.0,8.549019607843137,5.0,4.0,2023,0.8235294117647058,1.0,0.0,0.0,230.0,12.785714285714286,44.85714285714285,0.3571428571428571,3.642857142857143,31.142857142857142,0.0714285714285714,0.3571428571428571,0.2857142857142857,16.428571428571427,159.9,11.421428571428573,Austin Ekeler,2023.0,10.142857142857142,5.200478732802823,14.515198226396612,2.6297455950098256,25.214285714285715,89.07142857142857,3.552717012041738,0.7142857142857143,30.0,91.5614003125106,-6.3471145982249055,-0.2410184866442513,0.351815014930696,367.0,366.0,114.8,9.566666666666668
Bijan Robinson,ATL,RB,21.0,17.0,16.0,214.0,976.0,4.0,4.5607476635514015,58.0,487.0,4.0,8.39655172413793,4.0,3.0,2023,1.0,0.9411764705882352,0.0,0.0,272.0,12.588235294117649,57.41176470588236,0.2352941176470588,3.411764705882353,28.647058823529413,0.2352941176470588,0.2352941176470588,0.1764705882352941,16.0,217.3,12.782352941176471,Bijan Robinson,2023.0,8.625,4.718303632573324,21.02452189196686,3.0006887044064703,26.25,121.125,4.611702479106331,0.5,7.0,107.72404892626194,11.525951073738057,0.4469384826171574,0.3796918359418359,1456.0,431.0,309.2,18.188235294117646
Breece Hall,NYJ,RB,21.0,7.0,2.0,80.0,463.0,4.0,5.7875,19.0,218.0,1.0,11.473684210526317,1.0,1.0,2022,0.4117647058823529,0.2857142857142857,0.0,0.0,99.0,11.428571428571429,66.14285714285714,0.5714285714285714,2.7142857142857144,31.142857142857142,0.1428571428571428,0.1428571428571428,0.1428571428571428,14.142857142857142,105.6,15.085714285714287,Breece Hall,2022.0,5.0,3.552511436799563,26.10021786492375,2.948609243697479,18.33333333333333,93.0,5.023747276688454,1.0,20.0,82.0722841577105,8.261049175622835,0.4467689395407254,0.3973168214654283,994.0,591.0,250.5,14.735294117647058
Breece Hall,NYJ,RB,22.0,17.0,16.0,223.0,994.0,5.0,4.457399103139013,76.0,591.0,4.0,7.776315789473684,2.0,0.0,2023,1.0,0.9411764705882352,0.0,0.0,299.0,13.117647058823527,58.47058823529412,0.2941176470588235,4.470588235294118,34.76470588235294,0.2352941176470588,0.1176470588235294,0.0,17.58823529411765,250.5,14.735294117647058,Breece Hall,2023.0,9.357142857142858,5.625623478952384,20.55364703066497,2.9275971011131725,30.214285714285715,134.71428571428572,4.3001060694446345,0.7142857142857143,20.0,113.24450663198756,19.75549336801245,0.5832538713524925,0.3218667184263514,876.0,483.0,208.4,13.025
Chase Brown,CIN,RB,23.0,12.0,0.0,44.0,179.0,0.0,4.068181818181818,14.0,156.0,1.0,11.142857142857142,1.0,0.0,2023,0.7058823529411765,0.0,0.0,0.0,58.0,3.6666666666666665,14.916666666666666,0.0,1.1666666666666667,13.0,0.0833333333333333,0.0833333333333333,0.0,4.833333333333333,46.5,3.875,Chase Brown,2023.0,18.0,4.807906976744186,54.54545454545454,3.110428571428572,11.0,43.0,3.909090909090909,0.0,30.0,33.14826638948851,9.851733610511488,0.8956121464101353,0.2727272727272727,990.0,360.0,226.0,14.125
Christian McCaffrey,SF,RB,21.0,16.0,10.0,117.0,435.0,2.0,3.717948717948718,80.0,651.0,5.0,8.1375,2.0,1.0,2017,1.0,0.625,0.0,0.0,197.0,7.3125,27.1875,0.125,5.0,40.6875,0.3125,0.125,0.0625,12.3125,188.6,11.7875,Christian McCaffrey,2017.0,6.25,4.601238940076798,27.361111111111114,2.797213286713287,39.25,152.75,4.245833333333334,0.75,22.0,,,,,1098.0,867.0,332.0,20.75
Christian McCaffrey,SF,RB,22.0,16.0,16.0,219.0,1098.0,7.0,5.013698630136986,107.0,867.0,6.0,8.102803738317757,4.0,1.0,2018,1.0,1.0,0.0,0.0,327.0,13.6875,68.625,0.4375,6.6875,54.1875,0.375,0.25,0.0625,20.4375,332.0,20.75,Christian McCaffrey,2018.0,9.0,3.586605230528513,19.699516144303228,2.761112027340762,31.615384615384617,160.92307692307693,5.205265987808757,1.0769230769230769,22.0,144.52697250402295,13.626873649823212,0.3811196044264929,0.3493441016842505,1387.0,1005.0,411.2000000000001,25.700000000000003
Christian McCaffrey,SF,RB,23.0,16.0,16.0,287.0,1387.0,15.0,4.832752613240418,116.0,1005.0,4.0,8.663793103448276,1.0,0.0,2019,1.0,1.0,1.0,1.0,405.0,17.9375,86.6875,0.9375,7.25,62.8125,0.25,0.0625,0.0,25.3125,411.2000000000001,25.700000000000003,Christian McCaffrey,2019.0,8.0625,4.06628520736587,24.672805617426125,2.662559961357244,35.3125,171.75,4.926074221853065,1.8125,22.0,144.98079415777354,26.64420584222646,0.7239960506541552,0.3581334083801188,225.0,149.0,81.9,27.3
Christian McCaffrey,SF,RB,24.0,3.0,3.0,59.0,225.0,5.0,3.8135593220338975,17.0,149.0,1.0,8.764705882352942,0.0,0.0,2020,0.1875,1.0,0.0,0.0,76.0,19.666666666666668,75.0,1.6666666666666667,5.666666666666667,49.66666666666666,0.3333333333333333,0.0,0.0,25.33333333333333,81.9,27.3,Christian McCaffrey,2020.0,4.0,4.28645276581233,18.760064412238325,2.75316893939394,19.666666666666668,75.0,3.7761674718196456,1.6666666666666667,22.0,80.75528687680769,-5.75528687680769,-0.3043704243449646,0.4597423510466988,442.0,343.0,109.0,15.571428571428571
Christian McCaffrey,SF,RB,25.0,7.0,7.0,99.0,442.0,1.0,4.4646464646464645,37.0,343.0,1.0,9.27027027027027,1.0,0.0,2021,0.4117647058823529,1.0,0.0,0.0,136.0,14.142857142857142,63.142857142857146,0.1428571428571428,5.285714285714286,49.0,0.1428571428571428,0.1428571428571428,0.0,19.428571428571427,109.0,15.571428571428571,Christian McCaffrey,2021.0,6.428571428571429,3.937395611428705,33.620110048681475,2.7656031920460493,27.285714285714285,121.85714285714286,4.65047016475588,0.2857142857142857,22.0,114.07891936364489,0.3496520649265525,0.323571046770123,0.4568867821728233,1139.0,741.0,313.86,18.46235294117648
Christian McCaffrey,SF,RB,26.0,17.0,16.0,244.0,1139.0,8.0,4.668032786885246,85.0,741.0,5.0,8.717647058823529,1.0,0.0,2022,1.0,0.9411764705882352,1.0,0.0,330.0,14.352941176470589,67.0,0.4705882352941176,5.0,43.588235294117645,0.2941176470588235,0.0588235294117647,0.0,19.41176470588235,313.86,18.46235294117648,Christian McCaffrey,2022.0,9.333333333333334,3.950671042580818,35.295175987080775,2.764589350005974,31.0,144.93333333333334,4.637983574109342,1.0666666666666669,22.666666666666668,137.21920829368096,6.047458372985703,0.1720896907071686,0.3572709597477398,1459.0,564.0,357.8,22.3625
Christian McCaffrey,SF,RB,27.0,16.0,16.0,272.0,1459.0,14.0,5.363970588235294,67.0,564.0,7.0,8.417910447761194,3.0,2.0,2023,0.9411764705882352,1.0,1.0,1.0,339.0,17.0,91.1875,0.875,4.1875,35.25,0.4375,0.1875,0.125,21.1875,357.8,22.3625,Christian McCaffrey,2023.0,8.470588235294118,3.839941173497957,35.77534095540834,2.823128643913706,32.0,171.64705882352942,5.334759965999722,1.6470588235294117,23.0,121.49046918656686,41.09776610755079,1.2900224790050456,0.4637719620168172,202.0,146.0,40.3,10.075
Chuba Hubbard,CAR,RB,22.0,17.0,10.0,172.0,612.0,5.0,3.558139534883721,25.0,174.0,1.0,6.96,1.0,1.0,2021,1.0,0.5882352941176471,0.0,0.0,197.0,10.117647058823527,36.0,0.2941176470588235,1.4705882352941178,10.235294117647058,0.0588235294117647,0.0588235294117647,0.0588235294117647,11.588235294117649,125.1,7.358823529411765,Chuba Hubbard,2021.0,7.111111111111111,4.486435795266849,24.833397020469523,2.7610854066624904,33.22222222222222,120.11111111111111,3.6640172330835807,1.0,30.0,135.55756524212472,-18.779787464346928,-0.5039537984747817,0.4014688198511728,466.0,171.0,80.7,5.38
