Name,Team,Pos,Age,G,GS,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rush_Att,Rush_Yds,Rush_TD,Fmb,FmbLost,Year,games_played_pct,games_started_pct,ProBowl,AllPro,Touches,Rec_Rec_per_game,Rec_Yds_per_game,Rec_TD_per_game,Rush_Att_per_game,Rush_Yds_per_game,Rush_TD_per_game,Fmb_per_game,FmbLost_per_game,Touches_per_game,Points_half-ppr,PPG_half-ppr,player_display_name,season,week,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_jersey_number
A.J. Brown,PHI,WR,27.0,13.0,13.0,67.0,1079.0,7.0,16.104477611940297,0.0,0.0,0.0,0.0,0.0,2024,0.7647058823529411,1.0,0.0,0.0,67.0,5.153846153846154,83.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,5.153846153846154,183.4,14.107692307692307,A.J. Brown,2024.0,9.666666666666666,5.554569075636086,2.0931986183583664,12.542335528517874,52.20757287317465,10.666666666666666,15.5,71.50908012377084,173.25,1.1666666666666667,5.402097429519071,2.918001925983788,2.484095503535284,11.0
Adam Thielen,CAR,WR,34.0,10.0,10.0,48.0,615.0,5.0,12.8125,0.0,0.0,0.0,0.0,0.0,2024,0.5882352941176471,1.0,0.0,0.0,48.0,4.8,61.5,0.5,0.0,0.0,0.0,0.0,0.0,4.8,115.5,11.55,Adam Thielen,2024.0,12.0,6.4540978535353535,2.878970309839153,11.132153522552718,27.694860704954344,11.0,14.125,77.58326351068287,138.0,1.25,2.92948611111111,2.9854999331200585,-0.0560138220089487,19.0
Adonai Mitchell,IND,WR,22.0,17.0,7.0,23.0,312.0,0.0,13.565217391304348,4.0,6.0,0.0,2.0,1.0,2024,1.0,0.4117647058823529,0.0,0.0,28.0,1.3529411764705883,18.352941176470587,0.0,0.2352941176470588,0.3529411764705882,0.0,0.1176470588235294,0.0588235294117647,1.6470588235294117,42.260000000000005,2.485882352941177,Adonai Mitchell,2024.0,4.0,6.4052807726864325,3.080309037375712,12.700974025974029,20.76483953298396,8.5,18.25,54.74025974025974,105.75,0.0,3.099710144927535,4.323279529997159,-1.2235693850696228,10.0
Alec Pierce,IND,WR,24.0,16.0,13.0,37.0,824.0,7.0,22.27027027027027,0.0,0.0,0.0,0.0,0.0,2024,0.9411764705882352,0.8125,0.0,0.0,37.0,2.3125,51.5,0.4375,0.0,0.0,0.0,0.0,0.0,2.3125,142.9,8.93125,Alec Pierce,2024.0,8.166666666666666,6.288796526340005,2.6963141465704097,18.44970968484012,36.09805339838216,9.333333333333334,17.166666666666668,53.699102829537615,185.66666666666663,1.8333333333333333,3.1382102102102087,3.058093443259645,0.080116766950564,14.0
Allen Lazard,NYJ,WR,29.0,12.0,10.0,37.0,530.0,6.0,14.324324324324325,0.0,0.0,0.0,0.0,0.0,2024,0.7058823529411765,0.8333333333333334,0.0,0.0,38.0,3.083333333333333,44.16666666666666,0.5,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,107.5,8.958333333333334,Allen Lazard,2024.0,5.333333333333333,5.391139898357004,2.5303948839252755,9.74891798941799,27.31280476523986,10.0,16.333333333333332,60.16534391534392,140.83333333333334,1.6666666666666667,3.8943438438438425,3.583392087157412,0.3109517566864311,10.0
Amari Cooper,FA,WR,30.0,14.0,10.0,44.0,547.0,4.0,12.431818181818182,0.0,0.0,0.0,0.0,0.0,2024,0.8235294117647058,0.7142857142857143,0.0,0.0,44.0,3.142857142857143,39.07142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,3.142857142857143,100.7,7.192857142857143,Amari Cooper,2024.0,4.666666666666667,6.062643738977072,2.6858984669709893,12.524629992737836,41.307746466972176,8.666666666666666,17.444444444444443,49.92711899574644,106.44444444444444,0.7777777777777778,3.051699134199134,3.4863919174013884,-0.4346927832022542,7.333333333333333
Andrei Iosivas,CIN,WR,25.0,17.0,8.0,36.0,479.0,6.0,13.305555555555555,0.0,0.0,0.0,0.0,0.0,2024,1.0,0.4705882352941176,0.0,0.0,36.0,2.117647058823529,28.176470588235293,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,2.117647058823529,101.9,5.994117647058824,Andrei Iosivas,2024.0,4.5,5.492171610169491,2.989548359534498,8.501481654957066,19.34165252206183,12.0,19.75,65.1112412177986,149.5,1.75,1.8491527777777768,2.019894454400136,-0.1707416766223586,80.0
Brandin Cooks,NO,WR,31.0,10.0,9.0,26.0,259.0,3.0,9.961538461538462,3.0,-3.0,0.0,0.0,0.0,2024,0.5882352941176471,0.9,0.0,0.0,29.0,2.6,25.9,0.3,0.3,-0.3,0.0,0.0,0.0,2.9,56.6,5.66,Brandin Cooks,2024.0,9.571428571428571,6.31471540880503,2.2881758557240954,13.45676662887377,30.8194264267376,6.428571428571429,13.714285714285714,46.4021164021164,61.71428571428572,0.7142857142857143,1.4466117216117218,2.2852603141046623,-0.8386485924929402,3.0
Brandon Aiyuk,SF,WR,26.0,7.0,7.0,25.0,374.0,0.0,14.96,0.0,0.0,0.0,0.0,0.0,2024,0.4117647058823529,1.0,0.0,0.0,25.0,3.571428571428572,53.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,3.571428571428572,49.9,7.128571428571428,Brandon Aiyuk,2024.0,3.142857142857143,4.961130192502533,2.264817112680277,12.721616008105372,26.026485056990104,6.857142857142857,12.857142857142858,51.88449848024316,100.14285714285714,0.0,3.5280928571428576,2.8382321928898406,0.6898606642530167,11.0
Calvin Austin III,PIT,WR,25.0,17.0,8.0,36.0,548.0,4.0,15.22222222222222,0.0,0.0,0.0,1.0,1.0,2024,1.0,0.4705882352941176,0.0,0.0,36.0,2.117647058823529,32.23529411764706,0.2352941176470588,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,2.117647058823529,94.8,5.576470588235295,Calvin Austin III,2024.0,11.166666666666666,5.748805555555555,2.544857099764964,12.46288888888889,31.889051303555565,3.5,5.166666666666667,68.88888888888889,52.0,0.1666666666666666,5.076999999999999,3.357386857875158,1.7196131421248408,19.0
Calvin Ridley,TEN,WR,30.0,17.0,14.0,64.0,1017.0,4.0,15.890625,8.0,55.0,1.0,1.0,1.0,2024,1.0,0.8235294117647058,0.0,0.0,72.0,3.764705882352941,59.8235294117647,0.2352941176470588,0.4705882352941176,3.235294117647059,0.0588235294117647,0.0588235294117647,0.0588235294117647,4.235294117647059,167.2,9.835294117647058,Calvin Ridley,2024.0,9.9375,5.951925508971705,2.651735357868364,16.595164186507937,47.57880725351919,7.875,14.625,55.0719246031746,134.66666666666666,0.5,4.235916865079365,3.4271663724211274,0.8087504926582376,0.0
Cedric Tillman,CLE,WR,24.0,11.0,6.0,29.0,339.0,3.0,11.689655172413794,1.0,-5.0,0.0,1.0,1.0,2024,0.6470588235294118,0.5454545454545454,0.0,0.0,30.0,2.636363636363636,30.818181818181817,0.2727272727272727,0.0909090909090909,-0.4545454545454545,0.0,0.0909090909090909,0.0909090909090909,2.727272727272727,63.9,5.809090909090909,Cedric Tillman,2024.0,7.0,5.916142135642136,2.6521690331803134,13.153436611008038,27.87340038268699,10.6,17.8,59.13471449185735,128.2,1.2,4.172408866995072,3.1990929693264487,0.973315897668624,19.0
CeeDee Lamb,DAL,WR,25.0,15.0,15.0,101.0,1194.0,6.0,11.821782178217822,14.0,70.0,0.0,1.0,1.0,2024,0.8823529411764706,1.0,1.0,0.0,115.0,6.733333333333333,79.6,0.4,0.9333333333333332,4.666666666666667,0.0,0.0666666666666666,0.0666666666666666,7.666666666666667,210.9,14.06,CeeDee Lamb,2024.0,8.0625,5.653422863441705,2.798100253891407,8.080315498103763,30.052777501844226,12.625,19.0,65.79401759016697,149.25,0.75,6.200338577556245,3.312972505293731,2.887366072262514,88.0
Chris Godwin,TB,WR,28.0,7.0,7.0,50.0,576.0,5.0,11.52,1.0,2.0,0.0,1.0,0.0,2024,0.4117647058823529,1.0,0.0,0.0,51.0,7.142857142857143,82.28571428571429,0.7142857142857143,0.1428571428571428,0.2857142857142857,0.0,0.1428571428571428,0.0,7.285714285714286,112.8,16.114285714285717,Chris Godwin,2024.0,3.5,6.308788116123642,3.288837769375877,5.715917812586159,26.50981621138202,12.5,15.5,80.90062379376896,144.0,1.25,7.171449323593073,5.186910487841257,1.9845388357518163,14.0
Chris Olave,NO,WR,24.0,8.0,8.0,32.0,400.0,1.0,12.5,1.0,7.0,0.0,1.0,1.0,2024,0.4705882352941176,1.0,0.0,0.0,33.0,4.0,50.0,0.125,0.125,0.875,0.0,0.125,0.125,4.125,60.7,7.5875,Chris Olave,2024.0,4.25,7.642797619047619,3.187554754148741,11.601071428571426,47.879830951274975,6.5,9.0,75.95238095238095,90.25,0.25,4.4470833333333335,4.2396876325609,0.2073957007724338,12.0
Christian Kirk,HOU,WR,28.0,8.0,7.0,27.0,379.0,1.0,14.037037037037036,0.0,0.0,0.0,0.0,0.0,2024,0.4705882352941176,0.875,0.0,0.0,27.0,3.375,47.375,0.125,0.0,0.0,0.0,0.0,0.0,3.375,57.4,7.175,Christian Kirk,2024.0,4.2,6.637419946719947,2.728102248912805,12.87158085106383,27.319984378474214,9.4,16.0,57.15602836879433,123.4,0.4,6.329470899470898,5.222165754789839,1.1073051446810598,13.0
Christian Watson,GB,WR,25.0,15.0,15.0,29.0,620.0,2.0,21.379310344827587,4.0,23.0,0.0,1.0,1.0,2024,0.8823529411764706,1.0,0.0,0.0,33.0,1.933333333333333,41.333333333333336,0.1333333333333333,0.2666666666666666,1.5333333333333334,0.0,0.0666666666666666,0.0666666666666666,2.2,88.8,5.92,Christian Watson,2024.0,7.833333333333333,5.11465811965812,2.406408433988094,14.974786463012878,34.86997734519347,7.666666666666667,14.0,55.23060796645702,146.5,0.5,4.017413793103448,4.130969561436251,-0.1135557683328023,9.0
Cooper Kupp,SEA,WR,31.0,12.0,11.0,67.0,710.0,6.0,10.597014925373134,2.0,10.0,0.0,1.0,0.0,2024,0.7058823529411765,0.9166666666666666,0.0,0.0,69.0,5.583333333333333,59.16666666666666,0.5,0.1666666666666666,0.8333333333333334,0.0,0.0833333333333333,0.0,5.75,141.5,11.791666666666666,Cooper Kupp,2024.0,8.0,7.142398706702655,3.3214440998275045,7.997968246753247,27.46793692482054,13.0,19.1,68.66320346320347,136.7,1.2,4.462642446856626,3.808137341542389,0.654505105314237,10.0
Cordarrelle Patterson,PIT,WR,29.0,16.0,3.0,21.0,132.0,0.0,6.285714285714286,64.0,232.0,1.0,0.0,0.0,2020,1.0,0.1875,1.0,1.0,85.0,1.3125,8.25,0.0,4.0,14.5,0.0625,0.0,0.0,5.3125,52.900000000000006,3.3062500000000004,,,,,,,,,,,,,,,,
Courtland Sutton,DEN,WR,29.0,17.0,13.0,81.0,1081.0,8.0,13.34567901234568,0.0,0.0,0.0,1.0,1.0,2024,1.0,0.7647058823529411,0.0,0.0,83.0,4.764705882352941,63.588235294117645,0.4705882352941176,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,4.882352941176471,199.8,11.75294117647059,Courtland Sutton,2024.0,9.25,6.104747491360978,2.4814075663041475,13.240192475348724,50.774063767336926,10.0625,16.625,61.51131854256854,133.5,1.0,2.3864744819223995,2.471453571838166,-0.0849790899157666,14.0
Darius Slayton,NYG,WR,27.0,16.0,13.0,39.0,573.0,2.0,14.692307692307692,2.0,17.0,0.0,1.0,0.0,2024,0.9411764705882352,0.8125,0.0,0.0,41.0,2.4375,35.8125,0.125,0.125,1.0625,0.0,0.0625,0.0,2.5625,90.5,5.65625,Darius Slayton,2024.0,7.142857142857143,5.181184049904546,2.1680358718069046,14.644173621817483,39.77983359807633,9.142857142857142,16.714285714285715,52.28740407814854,135.85714285714286,0.4285714285714285,3.194885531135532,2.1211439928846305,1.0737415382509008,86.0
Darnell Mooney,ATL,WR,27.0,16.0,16.0,64.0,992.0,5.0,15.5,0.0,0.0,0.0,0.0,0.0,2024,0.9411764705882352,1.0,0.0,0.0,65.0,4.0,62.0,0.3125,0.0,0.0,0.0,0.0,0.0,4.0625,161.2,10.075,Darnell Mooney,2024.0,8.142857142857142,6.413595031952175,3.2082855845666947,12.825762399456638,36.00562188359414,8.928571428571429,14.571428571428571,62.05784986950755,138.71428571428572,0.7142857142857143,4.729066716269841,4.902056921664863,-0.1729902053950204,1.0
Davante Adams,LAR,WR,32.0,14.0,14.0,85.0,1063.0,8.0,12.505882352941176,0.0,0.0,0.0,0.0,0.0,2024,0.8235294117647058,1.0,0.0,0.0,85.0,6.071428571428571,75.92857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,6.071428571428571,196.8,14.05714285714286,Davante Adams,2024.0,9.6,5.616813191486876,3.274806565266729,8.324967905616841,37.46806810502438,11.333333333333334,18.8,61.55979757043587,141.73333333333332,1.0666666666666669,5.451468720821663,4.36467404501471,1.0867946758069522,17.0
DeAndre Hopkins,BAL,WR,32.0,16.0,8.0,56.0,610.0,5.0,10.892857142857142,0.0,0.0,0.0,1.0,0.0,2024,0.9411764705882352,0.5,0.0,0.0,56.0,3.5,38.125,0.3125,0.0,0.0,0.0,0.0625,0.0,3.5,119.0,7.4375,DeAndre Hopkins,2024.0,9.11111111111111,5.831624915208248,2.602297554799448,11.027207671957672,30.014217366189712,10.666666666666666,15.22222222222222,71.8694885361552,120.0,1.1111111111111112,3.0636335978835985,3.3123811299661483,-0.2487475320825497,8.444444444444445
DeVonta Smith,PHI,WR,26.0,13.0,13.0,68.0,833.0,8.0,12.25,1.0,1.0,0.0,0.0,0.0,2024,0.7647058823529411,1.0,0.0,0.0,69.0,5.230769230769231,64.07692307692308,0.6153846153846154,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,5.307692307692308,165.4,12.723076923076924,DeVonta Smith,2024.0,8.727272727272727,6.625897907647908,2.884987836264246,9.837208436694391,37.90451184302354,11.818181818181818,15.363636363636363,76.54543022520551,144.54545454545453,1.3636363636363635,3.8402673218047534,3.557257981480818,0.2830093403239369,6.0
Diontae Johnson,CLE,WR,28.0,12.0,8.0,33.0,375.0,3.0,11.363636363636363,2.0,6.0,0.0,0.0,0.0,2024,0.7058823529411765,0.6666666666666666,0.0,0.0,35.0,2.75,31.25,0.25,0.1666666666666666,0.5,0.0,0.0,0.0,2.9166666666666665,72.6,6.05,Diontae Johnson,2024.0,3.0,5.095734519448805,2.6699127393531263,9.880709170005543,37.756666368767966,8.857142857142858,17.428571428571427,50.51086795223256,102.14285714285714,0.8571428571428571,2.771467996289425,3.484430339752109,-0.7129623434626835,16.0
Drake London,ATL,WR,23.0,17.0,17.0,100.0,1271.0,9.0,12.71,1.0,-3.0,0.0,0.0,0.0,2024,1.0,1.0,0.0,0.0,101.0,5.882352941176471,74.76470588235294,0.5294117647058824,0.0588235294117647,-0.1764705882352941,0.0,0.0,0.0,5.941176470588236,230.8,13.576470588235296,Drake London,2024.0,8.933333333333334,6.682569791319792,2.507025195930228,10.343187225854315,38.96084780485168,12.866666666666667,20.53333333333333,62.812917626208765,163.13333333333333,1.0666666666666669,3.520895608465608,2.756413562642947,0.7644820458226609,5.0
Garrett Wilson,NYJ,WR,24.0,17.0,17.0,101.0,1104.0,7.0,10.930693069306932,2.0,5.0,0.0,2.0,2.0,2024,1.0,1.0,0.0,0.0,103.0,5.941176470588236,64.94117647058823,0.4117647058823529,0.1176470588235294,0.2941176470588235,0.0,0.1176470588235294,0.1176470588235294,6.0588235294117645,199.4,11.729411764705883,Garrett Wilson,2024.0,8.833333333333334,5.264881264537086,3.201629396528243,8.92490152473667,35.485688030502764,11.22222222222222,17.11111111111111,66.99872256031676,122.66666666666669,0.7777777777777778,5.0354771191557495,4.544602281650863,0.4908748375048873,5.0
George Pickens,DAL,WR,23.0,14.0,12.0,59.0,900.0,3.0,15.254237288135592,2.0,-6.0,0.0,1.0,1.0,2024,0.8235294117647058,0.8571428571428571,0.0,0.0,61.0,4.214285714285714,64.28571428571429,0.2142857142857142,0.1428571428571428,-0.4285714285714285,0.0,0.0714285714285714,0.0714285714285714,4.357142857142857,134.9,9.635714285714286,George Pickens,2024.0,8.214285714285714,5.794608628464888,2.3849823778252417,13.648520934278393,48.48487514962638,8.285714285714286,14.428571428571429,57.05252695370587,126.5,0.4285714285714285,4.919558226680501,3.743282817320632,1.1762754093598695,14.0
Greg Dortch,ARI,WR,26.0,17.0,4.0,37.0,342.0,3.0,9.243243243243244,5.0,31.0,0.0,3.0,1.0,2024,1.0,0.2352941176470588,0.0,0.0,42.0,2.176470588235294,20.11764705882353,0.1764705882352941,0.2941176470588235,1.8235294117647056,0.0,0.1764705882352941,0.0588235294117647,2.4705882352941178,71.80000000000001,4.223529411764707,Greg Dortch,2024.0,2.5,6.871800595238096,3.450348726363379,6.967670833333333,16.751815521043593,12.25,17.25,64.75,115.0,0.75,7.107331081081081,4.887585038665966,2.2197460424151148,4.0
Ja'Marr Chase,CIN,WR,24.0,17.0,16.0,127.0,1708.0,17.0,13.448818897637794,3.0,32.0,0.0,0.0,0.0,2024,1.0,0.9411764705882352,1.0,0.0,130.0,7.470588235294118,100.47058823529412,1.0,0.1764705882352941,1.8823529411764703,0.0,0.0,0.0,7.647058823529412,339.5,19.97058823529412,Ja'Marr Chase,2024.0,8.833333333333334,5.63887956950457,3.203881312013989,8.673467114965643,32.45907632846729,14.11111111111111,19.444444444444443,74.1657496461418,189.77777777777777,1.8888888888888888,6.718342940718269,3.852757373675608,2.865585567042661,1.0
Jakobi Meyers,LV,WR,28.0,15.0,15.0,87.0,1027.0,4.0,11.804597701149426,2.0,23.0,0.0,0.0,0.0,2024,0.8823529411764706,1.0,0.0,0.0,89.0,5.8,68.46666666666667,0.2666666666666666,0.1333333333333333,1.5333333333333334,0.0,0.0,0.0,5.933333333333334,172.5,11.5,Jakobi Meyers,2024.0,9.8,6.289886228956229,2.7194461416762965,9.59584802622012,33.80711436882429,11.4,17.0,66.62118415606787,132.86666666666667,0.5333333333333333,3.772516009852217,3.465709906558926,0.3068061032932913,16.0
Jalen Coker,CAR,WR,23.0,11.0,4.0,32.0,478.0,2.0,14.9375,0.0,0.0,0.0,0.0,0.0,2024,0.6470588235294118,0.3636363636363636,0.0,0.0,33.0,2.909090909090909,43.45454545454545,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,3.0,76.56,6.96,Jalen Coker,2024.0,11.166666666666666,6.53631746031746,2.540452259989486,10.927396394064871,28.596643759231128,8.666666666666666,13.0,63.39975845410627,129.5,0.6666666666666666,5.407482638888888,3.3064023107847738,2.101080328104114,18.0
Jalen McMillan,TB,WR,23.0,13.0,12.0,37.0,461.0,8.0,12.45945945945946,4.0,43.0,0.0,0.0,0.0,2024,0.7647058823529411,0.9230769230769232,0.0,0.0,41.0,2.8461538461538463,35.46153846153846,0.6153846153846154,0.3076923076923077,3.3076923076923075,0.0,0.0,0.0,3.1538461538461537,116.9,8.992307692307692,Jalen McMillan,2024.0,11.875,7.519738636363636,3.341644646491784,11.95444083538588,26.03929981447217,8.5,13.0,69.20925697865353,103.375,1.875,3.845594031531531,4.011217819967655,-0.1656237884361241,15.0
Jalen Tolbert,DAL,WR,25.0,17.0,15.0,49.0,610.0,7.0,12.448979591836734,0.0,0.0,0.0,0.0,0.0,2024,1.0,0.8823529411764706,0.0,0.0,49.0,2.8823529411764706,35.88235294117647,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,2.8823529411764706,127.5,7.5,Jalen Tolbert,2024.0,7.111111111111111,6.533029029029029,2.702665650074336,12.719021097046411,25.532495251439745,9.0,14.444444444444445,61.70651664322551,112.88888888888889,1.1111111111111112,3.293707482993198,3.389334445236366,-0.0956269622431681,1.0
Jameson Williams,DET,WR,23.0,15.0,11.0,58.0,1001.0,7.0,17.25862068965517,11.0,61.0,1.0,0.0,0.0,2024,0.8823529411764706,0.7333333333333333,0.0,0.0,69.0,3.866666666666666,66.73333333333333,0.4666666666666667,0.7333333333333333,4.066666666666666,0.0666666666666666,0.0,0.0,4.6,183.2,12.213333333333336,Jameson Williams,2024.0,10.75,6.5450626503126506,3.288158945241566,11.454960282772785,33.74961896075207,9.083333333333334,14.333333333333334,63.80822880822881,151.91666666666666,1.0,6.842039750957853,5.597256189536154,1.2447835614217002,9.0
Jauan Jennings,SF,WR,27.0,15.0,10.0,77.0,975.0,6.0,12.662337662337665,0.0,0.0,0.0,1.0,0.0,2024,0.8823529411764706,0.6666666666666666,0.0,0.0,77.0,5.133333333333334,65.0,0.4,0.0,0.0,0.0,0.0666666666666666,0.0,5.133333333333334,172.0,11.466666666666669,Jauan Jennings,2024.0,10.0,5.379626781293558,2.545469101143261,10.370366850736003,34.41568571312803,10.785714285714286,15.571428571428571,69.4407981749954,135.71428571428572,0.8571428571428571,3.300110235003092,2.630932774115217,0.6691774608878751,15.0
Jayden Reed,GB,WR,24.0,17.0,10.0,55.0,857.0,6.0,15.581818181818182,20.0,163.0,1.0,3.0,1.0,2024,1.0,0.5882352941176471,0.0,0.0,75.0,3.235294117647059,50.41176470588236,0.3529411764705882,1.1764705882352942,9.588235294117649,0.0588235294117647,0.1764705882352941,0.0588235294117647,4.411764705882353,169.5,9.970588235294118,Jayden Reed,2024.0,6.222222222222222,7.240420365886468,4.296848267110691,7.486744444444445,15.331429879185764,10.333333333333334,13.88888888888889,75.27777777777777,162.33333333333334,1.2222222222222223,7.982033429533429,6.350646842440361,1.631386587093068,11.0
Jaylen Waddle,MIA,WR,26.0,15.0,15.0,58.0,744.0,2.0,12.827586206896552,4.0,12.0,0.0,0.0,0.0,2024,0.8823529411764706,1.0,0.0,0.0,62.0,3.866666666666666,49.6,0.1333333333333333,0.2666666666666666,0.8,0.0,0.0,0.0,4.133333333333334,116.6,7.773333333333334,Jaylen Waddle,2024.0,7.5,4.820986392405063,3.467159631614519,9.21930455153949,30.84025836908516,10.3,14.9,69.15461847389558,137.3,0.3,5.035149521072797,4.933296282343858,0.1018532387289386,17.0
